iter	MultiClass
404	0.004988261644
405	0.004983608416
406	0.004979401837
407	0.004978816841
408	0.004966826146
409	0.004960404735
410	0.004943855036
411	0.004932327242
412	0.004927863374
413	0.00490923877
414	0.004902860964
415	0.004894290742
416	0.00488397277
417	0.004872966752
418	0.004863896446
419	0.004849777969
420	0.004841573565
421	0.004829511885
422	0.004825927946
423	0.004814881615
424	0.004802170963
425	0.004789434965
426	0.004780714602
427	0.004767993519
428	0.004759300023
429	0.004738455038
430	0.004735336658
431	0.004728920171
432	0.004702478894
433	0.004682676315
434	0.004660554603
435	0.004656902375
436	0.004653380755
437	0.00464322307
438	0.004631023416
439	0.00462903206
440	0.004625574991
441	0.004622752636
442	0.004608864152
443	0.004597349652
444	0.004586310877
445	0.004582859172
446	0.004569622837
447	0.004551048365
448	0.004543860217
449	0.00453955576
450	0.004532366374
451	0.004519735674
452	0.004503123321
453	0.004492929432
454	0.004489469394
455	0.004489063724
456	0.004480190389
457	0.004476892996
458	0.004457743224
459	0.004441621092
460	0.004433253941
461	0.004428647631
462	0.004417143545
463	0.00441082231
464	0.004394085518
465	0.004385351059
466	0.004376185735
467	0.004364120973
468	0.004356738879
469	0.004353331134
470	0.004298644168
471	0.004290264014
472	0.004286404367
473	0.00427326226
474	0.004258550068
475	0.004246027862
476	0.004237308748
477	0.004220790984
478	0.004195079031
479	0.004186495768
480	0.004184238497
481	0.004173712681
482	0.004157319673
483	0.004144087532
484	0.004139154009
485	0.00413842825
486	0.004130464318
487	0.004118574985
488	0.004110688961
489	0.004105296252
490	0.00408888418
491	0.004056128517
492	0.004053859046
493	0.004040878899
494	0.004031895786
495	0.004027793917
496	0.004007720657
497	0.004007344844
498	0.003992352598
499	0.003971029572
500	0.003964806591
501	0.003942605453
502	0.003928738486
503	0.00392124465
504	0.003911229934
505	0.003902750293
506	0.003898421777
507	0.003897999658
508	0.00388922745
509	0.003886082458
510	0.003869852732
511	0.003861933799
512	0.003856343686
513	0.003853849723
514	0.003829858883
515	0.00382928097
516	0.003824618982
517	0.003819112919
518	0.003800416
519	0.003795597723
520	0.003788337717
521	0.003786603842
522	0.003777514632
523	0.003765373547
524	0.003760950466
525	0.003754314122
526	0.003745168277
527	0.003730053519
528	0.003727499724
529	0.003713890121
530	0.003704245695
531	0.00370191585
532	0.00370139169
533	0.003694993725
534	0.003691604767
535	0.003688198085
536	0.003685406998
537	0.003680148876
538	0.003667464121
539	0.003666067187
540	0.003661476916
541	0.003650456747
542	0.003636264024
543	0.003632883568
544	0.003623165003
545	0.003620703813
546	0.003618058547
547	0.003616859505
548	0.003605806525
549	0.003601933768
550	0.003598511205
551	0.003580438486
552	0.003572025478
553	0.003567486317
554	0.003561547737
555	0.003554143765
556	0.003543896824
557	0.00353248895
558	0.003523417255
559	0.003520461152
560	0.003515099581
561	0.003507909018
562	0.003497222235
563	0.003494887679
564	0.003490238649
565	0.003474191826
566	0.003473789022
567	0.003467629179
568	0.003461476285
569	0.003456344577
570	0.003434608315
571	0.003427246448
572	0.003421544913
573	0.003417338564
574	0.003412491143
575	0.003398534049
576	0.00337859532
577	0.003378263883
578	0.003372517801
579	0.00336916704
580	0.003350194598
581	0.003344131242
582	0.003340425276
583	0.003336282169
584	0.003330801328
585	0.003322845199
586	0.003318055662
587	0.003312624393
588	0.003310881257
589	0.003306071889
590	0.003300267865
591	0.00329445597
592	0.003293035014
593	0.003284780205
594	0.003274190476
595	0.003259184175
596	0.003251658997
597	0.003249488014
598	0.003245763241
599	0.003242017395
600	0.003227975009
601	0.00322283933
602	0.003219681673
603	0.003216485126
604	0.003215716257
605	0.003213045557
606	0.003207120252
607	0.003200846761
608	0.003194950702
609	0.003181001488
610	0.003169283017
611	0.003163139128
612	0.003158431289
613	0.003151180148
614	0.003148019905
615	0.003146859295
616	0.003137344092
617	0.003134452437
618	0.003129301852
619	0.003117906074
620	0.00311017106
621	0.003108722454
622	0.003094374541
623	0.003084606852
624	0.003081385554
625	0.003079514712
626	0.003064674415
627	0.003052741478
628	0.003047202414
629	0.003046509163
630	0.003036709457
631	0.003025825305
632	0.003018279352
633	0.003018046968
634	0.003011804915
635	0.003010910014
636	0.003007483493
637	0.003006408605
638	0.003002780999
639	0.002996918677
640	0.002993705766
641	0.002991950982
642	0.002988656548
643	0.002978957841
644	0.002975590747
645	0.002964223676
646	0.002959178007
647	0.002952157291
648	0.0029491429
649	0.002948298382
650	0.002941213361
651	0.002937708628
652	0.002936425981
653	0.002929853437
654	0.002926699265
655	0.00292643196
656	0.002917738903
657	0.002912730703
658	0.002905659975
659	0.002900773438
660	0.002899772
661	0.002895671502
662	0.002893523648
663	0.002887495867
664	0.002885836881
665	0.002879622632
666	0.002874559246
667	0.002871098157
668	0.002865736876
669	0.002843771574
670	0.002839583838
671	0.002827438421
672	0.002823874744
673	0.002815958919
674	0.002813639669
675	0.002809718642
676	0.002801130607
677	0.002796848788
678	0.002791303022
679	0.002791097856
680	0.002785765368
681	0.002780952336
682	0.002780204627
683	0.002772533641
684	0.002764877924
685	0.002763254318
686	0.002758612737
687	0.002758108544
688	0.002753884365
689	0.002751403085
690	0.002749562777
691	0.002747621043
692	0.002741865466
693	0.002732042065
694	0.002730125971
695	0.002727226125
696	0.00272259079
697	0.002716796302
698	0.00271245666
699	0.002701731624
700	0.002696883472
701	0.002693271125
702	0.002689492575
703	0.002685676088
704	0.00268007794
705	0.002674952974
706	0.002671098766
707	0.002669332687
708	0.00266023572
709	0.002655125339
710	0.002652599476
711	0.002651603373
712	0.002651171499
713	0.002644355327
714	0.002640456518
715	0.002639106291
716	0.002638255333
717	0.00263512097
718	0.002631801527
719	0.002631023017
720	0.00262839083
721	0.002624000497
722	0.002621445832
723	0.002618901948
724	0.002614079904
725	0.00260790997
726	0.002603307747
727	0.002600217687
728	0.002598256868
729	0.002590650378
730	0.002580182826
